,anchor,image,label
59,all-pics/Ahmad_Masood_0002.jpg,all-pics/Ahmed_Ahmed_0001.jpg,0
60,all-pics/Ahmed_Chalabi_0001.jpg,all-pics/Ahmed_Chalabi_0002.jpg,1
61,all-pics/Ahmed_Chalabi_0003.jpg,all-pics/Ahmed_Chalabi_0004.jpg,1
62,all-pics/Ahmed_Chalabi_0005.jpg,all-pics/Ahmed_Ghazi_0001.jpg,0
63,all-pics/Ahmed_Ibrahim_Bilal_0001.jpg,all-pics/Ahmed_Lopez_0001.jpg,0
64,all-pics/Ahmed_Qureia_0001.jpg,all-pics/Ahmet_Demir_0001.jpg,0
65,all-pics/Ahmet_Necdet_Sezer_0001.jpg,all-pics/Ahmet_Necdet_Sezer_0002.jpg,1
66,all-pics/Ai_Sugiyama_0001.jpg,all-pics/Ai_Sugiyama_0002.jpg,1
67,all-pics/Ai_Sugiyama_0003.jpg,all-pics/Ai_Sugiyama_0004.jpg,1
68,all-pics/Ai_Sugiyama_0005.jpg,all-pics/Aicha_El_Ouafi_0001.jpg,0
69,all-pics/Aicha_El_Ouafi_0002.jpg,all-pics/Aicha_El_Ouafi_0003.jpg,1
70,all-pics/Aidan_Quinn_0001.jpg,all-pics/Aileen_Riggin_Soule_0001.jpg,0
71,all-pics/Ain_Seppik_0001.jpg,all-pics/Ainsworth_Dyer_0001.jpg,0
72,all-pics/Aishwarya_Rai_0001.jpg,all-pics/Aitor_Gonzalez_0001.jpg,0
73,all-pics/Aitor_Gonzalez_0002.jpg,all-pics/Aiysha_Smith_0001.jpg,0
74,all-pics/Ajit_Agarkar_0001.jpg,all-pics/Akbar_Al_Baker_0001.jpg,0
75,all-pics/Akbar_Hashemi_Rafsanjani_0001.jpg,all-pics/Akbar_Hashemi_Rafsanjani_0002.jpg,1
76,all-pics/Akbar_Hashemi_Rafsanjani_0003.jpg,all-pics/Akhmed_Zakayev_0001.jpg,0
77,all-pics/Akhmed_Zakayev_0002.jpg,all-pics/Akhmed_Zakayev_0003.jpg,1
78,all-pics/Akiko_Morigami_0001.jpg,all-pics/Akmal_Taher_0001.jpg,0
79,all-pics/Al_Cardenas_0001.jpg,all-pics/Al_Davis_0001.jpg,0
80,all-pics/Al_Davis_0002.jpg,all-pics/Al_Gore_0001.jpg,0
81,all-pics/Al_Gore_0002.jpg,all-pics/Al_Gore_0003.jpg,1
82,all-pics/Al_Gore_0004.jpg,all-pics/Al_Gore_0005.jpg,1
83,all-pics/Al_Gore_0006.jpg,all-pics/Al_Gore_0007.jpg,1
84,all-pics/Al_Gore_0008.jpg,all-pics/Al_Leiter_0001.jpg,0
85,all-pics/Al_Pacino_0001.jpg,all-pics/Al_Pacino_0002.jpg,1
86,all-pics/Al_Pacino_0003.jpg,all-pics/Al_Sharpton_0001.jpg,0
87,all-pics/Al_Sharpton_0002.jpg,all-pics/Al_Sharpton_0003.jpg,1
88,all-pics/Al_Sharpton_0004.jpg,all-pics/Al_Sharpton_0005.jpg,1
89,all-pics/Al_Sharpton_0006.jpg,all-pics/Al_Sharpton_0007.jpg,1
90,all-pics/Alain_Cervantes_0001.jpg,all-pics/Alain_Ducasse_0001.jpg,0
91,all-pics/Alan_Ball_0001.jpg,all-pics/Alan_Ball_0002.jpg,1
92,all-pics/Alan_Dershowitz_0001.jpg,all-pics/Alan_Dreher_0001.jpg,0
93,all-pics/Alan_Greenspan_0001.jpg,all-pics/Alan_Greenspan_0002.jpg,1
94,all-pics/Alan_Greenspan_0003.jpg,all-pics/Alan_Greenspan_0004.jpg,1
95,all-pics/Alan_Greenspan_0005.jpg,all-pics/Alan_Greer_0001.jpg,0
96,all-pics/Alan_Jackson_0001.jpg,all-pics/Alan_Mulally_0001.jpg,0
97,all-pics/Alan_Mulally_0002.jpg,all-pics/Alan_Stonecipher_0001.jpg,0
98,all-pics/Alan_Tang_Kwong-wing_0001.jpg,all-pics/Alan_Trammell_0001.jpg,0
99,all-pics/Alan_Zemaitis_0001.jpg,all-pics/Alanis_Morissette_0001.jpg,0
100,all-pics/Alanna_Ubach_0001.jpg,all-pics/Alastair_Campbell_0001.jpg,0
101,all-pics/Alastair_Campbell_0002.jpg,all-pics/Alastair_Campbell_0003.jpg,1
102,all-pics/Alastair_Campbell_0004.jpg,all-pics/Alastair_Campbell_0005.jpg,1
103,all-pics/Alastair_Johnston_0001.jpg,all-pics/Albaro_Recoba_0001.jpg,0
104,all-pics/Albert_Brooks_0001.jpg,all-pics/Albert_Costa_0001.jpg,0
105,all-pics/Albert_Costa_0002.jpg,all-pics/Albert_Costa_0003.jpg,1
106,all-pics/Albert_Costa_0004.jpg,all-pics/Albert_Costa_0005.jpg,1
107,all-pics/Albert_Costa_0006.jpg,all-pics/Albert_Montanes_0001.jpg,0
108,all-pics/Albert_Pujols_0001.jpg,all-pics/Alberta_Lee_0001.jpg,0
109,all-pics/Alberto_Acosta_0001.jpg,all-pics/Alberto_Fujimori_0001.jpg,0
110,all-pics/Alberto_Fujimori_0002.jpg,all-pics/Alberto_Gonzales_0001.jpg,0
111,all-pics/Alberto_Ruiz_Gallardon_0001.jpg,all-pics/Alberto_Ruiz_Gallardon_0002.jpg,1
112,all-pics/Alberto_Sordi_0001.jpg,all-pics/Albrecht_Mentz_0001.jpg,0
113,all-pics/Albrecht_Mentz_0002.jpg,all-pics/Aldo_Paredes_0001.jpg,0
114,all-pics/Aldo_Paredes_0002.jpg,all-pics/Alec_Baldwin_0001.jpg,0
115,all-pics/Alec_Baldwin_0002.jpg,all-pics/Alec_Baldwin_0003.jpg,1
116,all-pics/Alec_Baldwin_0004.jpg,all-pics/Alecos_Markides_0001.jpg,0
117,all-pics/Alejandro_Atchugarry_0001.jpg,all-pics/Alejandro_Atchugarry_0002.jpg,1
118,all-pics/Alejandro_Avila_0001.jpg,all-pics/Alejandro_Avila_0002.jpg,1
119,all-pics/Alejandro_Avila_0003.jpg,all-pics/Alejandro_Fernandez_0001.jpg,0
120,all-pics/Alejandro_Gonzalez_Inarritu_0001.jpg,all-pics/Alejandro_Lembo_0001.jpg,0
121,all-pics/Alejandro_Lerner_0001.jpg,all-pics/Alejandro_Lopez_0001.jpg,0
122,all-pics/Alejandro_Toledo_0001.jpg,all-pics/Alejandro_Toledo_0002.jpg,1
123,all-pics/Alejandro_Toledo_0003.jpg,all-pics/Alejandro_Toledo_0004.jpg,1
124,all-pics/Alejandro_Toledo_0005.jpg,all-pics/Alejandro_Toledo_0006.jpg,1
125,all-pics/Alejandro_Toledo_0007.jpg,all-pics/Alejandro_Toledo_0008.jpg,1
126,all-pics/Alejandro_Toledo_0009.jpg,all-pics/Alejandro_Toledo_0010.jpg,1
127,all-pics/Alejandro_Toledo_0011.jpg,all-pics/Alejandro_Toledo_0012.jpg,1
128,all-pics/Alejandro_Toledo_0013.jpg,all-pics/Alejandro_Toledo_0014.jpg,1
129,all-pics/Alejandro_Toledo_0015.jpg,all-pics/Alejandro_Toledo_0016.jpg,1
130,all-pics/Alejandro_Toledo_0017.jpg,all-pics/Alejandro_Toledo_0018.jpg,1
131,all-pics/Alejandro_Toledo_0019.jpg,all-pics/Alejandro_Toledo_0020.jpg,1
132,all-pics/Alejandro_Toledo_0021.jpg,all-pics/Alejandro_Toledo_0022.jpg,1
133,all-pics/Alejandro_Toledo_0023.jpg,all-pics/Alejandro_Toledo_0024.jpg,1
134,all-pics/Alejandro_Toledo_0025.jpg,all-pics/Alejandro_Toledo_0026.jpg,1
135,all-pics/Alejandro_Toledo_0027.jpg,all-pics/Alejandro_Toledo_0028.jpg,1
136,all-pics/Alejandro_Toledo_0029.jpg,all-pics/Alejandro_Toledo_0030.jpg,1
137,all-pics/Alejandro_Toledo_0031.jpg,all-pics/Alejandro_Toledo_0032.jpg,1
138,all-pics/Alejandro_Toledo_0033.jpg,all-pics/Alejandro_Toledo_0034.jpg,1
139,all-pics/Alejandro_Toledo_0035.jpg,all-pics/Alejandro_Toledo_0036.jpg,1
140,all-pics/Alejandro_Toledo_0037.jpg,all-pics/Alejandro_Toledo_0038.jpg,1
141,all-pics/Alejandro_Toledo_0039.jpg,all-pics/Alek_Wek_0001.jpg,0
142,all-pics/Aleksander_Kwasniewski_0001.jpg,all-pics/Aleksander_Kwasniewski_0002.jpg,1
143,all-pics/Aleksander_Kwasniewski_0003.jpg,all-pics/Aleksander_Kwasniewski_0004.jpg,1
144,all-pics/Aleksander_Voloshin_0001.jpg,all-pics/Alessandra_Cerna_0001.jpg,0
145,all-pics/Alessandro_Nesta_0001.jpg,all-pics/Alex_Barros_0001.jpg,0
146,all-pics/Alex_Barros_0002.jpg,all-pics/Alex_Cabrera_0001.jpg,0
147,all-pics/Alex_Cejka_0001.jpg,all-pics/Alex_Corretja_0001.jpg,0
148,all-pics/Alex_Ferguson_0001.jpg,all-pics/Alex_Gonzalez_0001.jpg,0
149,all-pics/Alex_Holmes_0001.jpg,all-pics/Alex_King_0001.jpg,0
150,all-pics/Alex_Penelas_0001.jpg,all-pics/Alex_Penelas_0002.jpg,1
151,all-pics/Alex_Popov_0001.jpg,all-pics/Alex_Sink_0001.jpg,0
152,all-pics/Alex_Sink_0002.jpg,all-pics/Alex_Sink_0003.jpg,1
153,all-pics/Alex_Wallau_0001.jpg,all-pics/Alex_Zanardi_0001.jpg,0
154,all-pics/Alexa_Loren_0001.jpg,all-pics/Alexa_Vega_0001.jpg,0
155,all-pics/Alexander_Downer_0001.jpg,all-pics/Alexander_Downer_0002.jpg,1
156,all-pics/Alexander_Downer_0003.jpg,all-pics/Alexander_Downer_0004.jpg,1
157,all-pics/Alexander_Losyukov_0001.jpg,all-pics/Alexander_Losyukov_0002.jpg,1
158,all-pics/Alexander_Losyukov_0003.jpg,all-pics/Alexander_Losyukov_0004.jpg,1
159,all-pics/Alexander_Lukashenko_0001.jpg,all-pics/Alexander_Payne_0001.jpg,0
160,all-pics/Alexander_Rumyantsev_0001.jpg,all-pics/Alexander_Rumyantsev_0002.jpg,1
161,all-pics/Alexandra_Jackson_0001.jpg,all-pics/Alexandra_Pelosi_0001.jpg,0
162,all-pics/Alexandra_Rozovskaya_0001.jpg,all-pics/Alexandra_Spann_0001.jpg,0
163,all-pics/Alexandra_Stevenson_0001.jpg,all-pics/Alexandra_Stevenson_0002.jpg,1
164,all-pics/Alexandra_Stevenson_0003.jpg,all-pics/Alexandra_Vodjanikova_0001.jpg,0
165,all-pics/Alexandra_Vodjanikova_0002.jpg,all-pics/Alexandre_Daigle_0001.jpg,0
166,all-pics/Alexandre_Despatie_0001.jpg,all-pics/Alexandre_Herchcovitch_0001.jpg,0
167,all-pics/Alexandre_Vinokourov_0001.jpg,all-pics/Alexis_Bledel_0001.jpg,0
168,all-pics/Alexis_Dennisoff_0001.jpg,all-pics/Alfonso_Cuaron_0001.jpg,0
169,all-pics/Alfonso_Portillo_0001.jpg,all-pics/Alfonso_Soriano_0001.jpg,0
170,all-pics/Alfred_Ford_0001.jpg,all-pics/Alfred_Sant_0001.jpg,0
171,all-pics/Alfredo_Moreno_0001.jpg,all-pics/Alfredo_Pena_0001.jpg,0
172,all-pics/Alfredo_di_Stefano_0001.jpg,all-pics/Ali_Abbas_0001.jpg,0
173,all-pics/Ali_Abbas_0002.jpg,all-pics/Ali_Abdullah_Saleh_0001.jpg,0
174,all-pics/Ali_Adbul_Karim_Madani_0001.jpg,all-pics/Ali_Ahmeti_0001.jpg,0
175,all-pics/Ali_Bin_Hussein_0001.jpg,all-pics/Ali_Fallahian_0001.jpg,0
176,all-pics/Ali_Hammoud_0001.jpg,all-pics/Ali_Khamenei_0001.jpg,0
177,all-pics/Ali_Khamenei_0002.jpg,all-pics/Ali_Khamenei_0003.jpg,1
178,all-pics/Ali_Mohammed_Maher_0001.jpg,all-pics/Ali_Naimi_0001.jpg,0
179,all-pics/Ali_Naimi_0002.jpg,all-pics/Ali_Naimi_0003.jpg,1
180,all-pics/Ali_Naimi_0004.jpg,all-pics/Ali_Naimi_0005.jpg,1
181,all-pics/Ali_Naimi_0006.jpg,all-pics/Ali_Naimi_0007.jpg,1
182,all-pics/Ali_Naimi_0008.jpg,all-pics/Alice_Fisher_0001.jpg,0
183,all-pics/Alice_Fisher_0002.jpg,all-pics/Alicia_Hollowell_0001.jpg,0
184,all-pics/Alicia_Keys_0001.jpg,all-pics/Alicia_Molik_0001.jpg,0
185,all-pics/Alicia_Silverstone_0001.jpg,all-pics/Alicia_Silverstone_0002.jpg,1
186,all-pics/Alicia_Witt_0001.jpg,all-pics/Alimzhan_Tokhtakhounov_0001.jpg,0
187,all-pics/Alimzhan_Tokhtakhounov_0002.jpg,all-pics/Alina_Kabaeva_0001.jpg,0
188,all-pics/Aline_Chretien_0001.jpg,all-pics/Alisha_Richman_0001.jpg,0
189,all-pics/Alison_Krauss_0001.jpg,all-pics/Alison_Lohman_0001.jpg,0
190,all-pics/Alison_Lohman_0002.jpg,all-pics/Alistair_MacDonald_0001.jpg,0
191,all-pics/Allan_Houston_0001.jpg,all-pics/Allan_Kemakeza_0001.jpg,0
192,all-pics/Allan_Wagner_0001.jpg,all-pics/Allen_Iverson_0001.jpg,0
193,all-pics/Allen_Iverson_0002.jpg,all-pics/Allen_Rock_0001.jpg,0
194,all-pics/Allison_Janney_0001.jpg,all-pics/Allison_Janney_0002.jpg,1
195,all-pics/Allison_Searing_0001.jpg,all-pics/Ally_Sheedy_0001.jpg,0
196,all-pics/Allyson_Felix_0001.jpg,all-pics/Allyson_Felix_0002.jpg,1
197,all-pics/Allyson_Felix_0003.jpg,all-pics/Allyson_Felix_0004.jpg,1
198,all-pics/Allyson_Felix_0005.jpg,all-pics/Alma_Powell_0001.jpg,0
199,all-pics/Almeida_Baptista_0001.jpg,all-pics/Alonzo_Mourning_0001.jpg,0
200,all-pics/Alvaro_Noboa_0001.jpg,all-pics/Alvaro_Noboa_0002.jpg,1
201,all-pics/Alvaro_Noboa_0003.jpg,all-pics/Alvaro_Silva_Calderon_0001.jpg,0
202,all-pics/Alvaro_Silva_Calderon_0002.jpg,all-pics/Alvaro_Silva_Calderon_0003.jpg,1
203,all-pics/Alvaro_Silva_Calderon_0004.jpg,all-pics/Alvaro_Uribe_0001.jpg,0
204,all-pics/Alvaro_Uribe_0002.jpg,all-pics/Alvaro_Uribe_0003.jpg,1
205,all-pics/Alvaro_Uribe_0004.jpg,all-pics/Alvaro_Uribe_0005.jpg,1
206,all-pics/Alvaro_Uribe_0006.jpg,all-pics/Alvaro_Uribe_0007.jpg,1
207,all-pics/Alvaro_Uribe_0008.jpg,all-pics/Alvaro_Uribe_0009.jpg,1
208,all-pics/Alvaro_Uribe_0010.jpg,all-pics/Alvaro_Uribe_0011.jpg,1
209,all-pics/Alvaro_Uribe_0012.jpg,all-pics/Alvaro_Uribe_0013.jpg,1
210,all-pics/Alvaro_Uribe_0014.jpg,all-pics/Alvaro_Uribe_0015.jpg,1
211,all-pics/Alvaro_Uribe_0016.jpg,all-pics/Alvaro_Uribe_0017.jpg,1
212,all-pics/Alvaro_Uribe_0018.jpg,all-pics/Alvaro_Uribe_0019.jpg,1
213,all-pics/Alvaro_Uribe_0020.jpg,all-pics/Alvaro_Uribe_0021.jpg,1
214,all-pics/Alvaro_Uribe_0022.jpg,all-pics/Alvaro_Uribe_0023.jpg,1
215,all-pics/Alvaro_Uribe_0024.jpg,all-pics/Alvaro_Uribe_0025.jpg,1
216,all-pics/Alvaro_Uribe_0026.jpg,all-pics/Alvaro_Uribe_0027.jpg,1
217,all-pics/Alvaro_Uribe_0028.jpg,all-pics/Alvaro_Uribe_0029.jpg,1
218,all-pics/Alvaro_Uribe_0030.jpg,all-pics/Alvaro_Uribe_0031.jpg,1
219,all-pics/Alvaro_Uribe_0032.jpg,all-pics/Alvaro_Uribe_0033.jpg,1
220,all-pics/Alvaro_Uribe_0034.jpg,all-pics/Alvaro_Uribe_0035.jpg,1
221,all-pics/Aly_Wagner_0001.jpg,all-pics/Alyse_Beaupre_0001.jpg,0
222,all-pics/Alyson_Hannigan_0001.jpg,all-pics/Amanda_Beard_0001.jpg,0
223,all-pics/Amanda_Beard_0002.jpg,all-pics/Amanda_Bynes_0001.jpg,0
224,all-pics/Amanda_Bynes_0002.jpg,all-pics/Amanda_Bynes_0003.jpg,1
225,all-pics/Amanda_Bynes_0004.jpg,all-pics/Amanda_Coetzer_0001.jpg,0
226,all-pics/Amanda_Coetzer_0002.jpg,all-pics/Amanda_Marsh_0001.jpg,0
227,all-pics/Amanda_Plumer_0001.jpg,all-pics/Amber_Frey_0001.jpg,0
228,all-pics/Amber_Tamblyn_0001.jpg,all-pics/Amber_Tamblyn_0002.jpg,1
229,all-pics/Ambrose_Lee_0001.jpg,all-pics/Amelia_Vega_0001.jpg,0
230,all-pics/Amelia_Vega_0002.jpg,all-pics/Amelia_Vega_0003.jpg,1
231,all-pics/Amelia_Vega_0004.jpg,all-pics/Amelia_Vega_0005.jpg,1
232,all-pics/Amelia_Vega_0006.jpg,all-pics/Amelia_Vega_0007.jpg,1
233,all-pics/Amelie_Mauresmo_0001.jpg,all-pics/Amelie_Mauresmo_0002.jpg,1
234,all-pics/Amelie_Mauresmo_0003.jpg,all-pics/Amelie_Mauresmo_0004.jpg,1
235,all-pics/Amelie_Mauresmo_0005.jpg,all-pics/Amelie_Mauresmo_0006.jpg,1
236,all-pics/Amelie_Mauresmo_0007.jpg,all-pics/Amelie_Mauresmo_0008.jpg,1
237,all-pics/Amelie_Mauresmo_0009.jpg,all-pics/Amelie_Mauresmo_0010.jpg,1
238,all-pics/Amelie_Mauresmo_0011.jpg,all-pics/Amelie_Mauresmo_0012.jpg,1
239,all-pics/Amelie_Mauresmo_0013.jpg,all-pics/Amelie_Mauresmo_0014.jpg,1
240,all-pics/Amelie_Mauresmo_0015.jpg,all-pics/Amelie_Mauresmo_0016.jpg,1
241,all-pics/Amelie_Mauresmo_0017.jpg,all-pics/Amelie_Mauresmo_0018.jpg,1
242,all-pics/Amelie_Mauresmo_0019.jpg,all-pics/Amelie_Mauresmo_0020.jpg,1
243,all-pics/Amelie_Mauresmo_0021.jpg,all-pics/Amer_al-Saadi_0001.jpg,0
244,all-pics/Amer_al-Saadi_0002.jpg,all-pics/Amer_al-Saadi_0003.jpg,1
245,all-pics/Amer_al-Saadi_0004.jpg,all-pics/Amporn_Falise_0001.jpg,0
246,all-pics/Amr_Moussa_0001.jpg,all-pics/Amram_Mitzna_0001.jpg,0
247,all-pics/Amram_Mitzna_0002.jpg,all-pics/Amy_Brenneman_0001.jpg,0
248,all-pics/Amy_Cotton_0001.jpg,all-pics/Amy_Gale_0001.jpg,0
249,all-pics/Amy_Pascal_0001.jpg,all-pics/Amy_Redford_0001.jpg,0
250,all-pics/Amy_Smart_0001.jpg,all-pics/Amy_Yasbeck_0001.jpg,0
251,all-pics/AnFernce_Negron_0001.jpg,all-pics/Ana_Claudia_Talancon_0001.jpg,0
252,all-pics/Ana_Guevara_0001.jpg,all-pics/Ana_Guevara_0002.jpg,1
253,all-pics/Ana_Guevara_0003.jpg,all-pics/Ana_Guevara_0004.jpg,1
254,all-pics/Ana_Guevara_0005.jpg,all-pics/Ana_Guevara_0006.jpg,1
255,all-pics/Ana_Guevara_0007.jpg,all-pics/Ana_Isabel_Sanchez_0001.jpg,0
256,all-pics/Ana_Palacio_0001.jpg,all-pics/Ana_Palacio_0002.jpg,1
257,all-pics/Ana_Palacio_0003.jpg,all-pics/Ana_Palacio_0004.jpg,1
258,all-pics/Ana_Palacio_0005.jpg,all-pics/Ana_Palacio_0006.jpg,1
259,all-pics/Ana_Palacio_0007.jpg,all-pics/Ana_Palacio_0008.jpg,1
260,all-pics/Ana_Paula_Gerard_0001.jpg,all-pics/Ana_Sebastiao_0001.jpg,0
261,all-pics/Anastasia_Kelesidou_0001.jpg,all-pics/Anastasia_Myskina_0001.jpg,0
262,all-pics/Anastasia_Myskina_0002.jpg,all-pics/Anastasia_Myskina_0003.jpg,1
263,all-pics/Anatoliy_Kinakh_0001.jpg,all-pics/Anders_Ebbeson_0001.jpg,0
264,all-pics/Anders_Ebbeson_0002.jpg,all-pics/Anders_Ebbeson_0003.jpg,1
265,all-pics/Anders_Fogh_Rasmussen_0001.jpg,all-pics/Anders_Fogh_Rasmussen_0002.jpg,1
266,all-pics/Anders_Fogh_Rasmussen_0003.jpg,all-pics/Anders_Fogh_Rasmussen_0004.jpg,1
267,all-pics/Anderson_Varejao_0001.jpg,all-pics/Andre_Agassi_0001.jpg,0
268,all-pics/Andre_Agassi_0002.jpg,all-pics/Andre_Agassi_0003.jpg,1
269,all-pics/Andre_Agassi_0004.jpg,all-pics/Andre_Agassi_0005.jpg,1
270,all-pics/Andre_Agassi_0006.jpg,all-pics/Andre_Agassi_0007.jpg,1
271,all-pics/Andre_Agassi_0008.jpg,all-pics/Andre_Agassi_0009.jpg,1
272,all-pics/Andre_Agassi_0010.jpg,all-pics/Andre_Agassi_0011.jpg,1
273,all-pics/Andre_Agassi_0012.jpg,all-pics/Andre_Agassi_0013.jpg,1
274,all-pics/Andre_Agassi_0014.jpg,all-pics/Andre_Agassi_0015.jpg,1
275,all-pics/Andre_Agassi_0016.jpg,all-pics/Andre_Agassi_0017.jpg,1
276,all-pics/Andre_Agassi_0018.jpg,all-pics/Andre_Agassi_0019.jpg,1
277,all-pics/Andre_Agassi_0020.jpg,all-pics/Andre_Agassi_0021.jpg,1
278,all-pics/Andre_Agassi_0022.jpg,all-pics/Andre_Agassi_0023.jpg,1
279,all-pics/Andre_Agassi_0024.jpg,all-pics/Andre_Agassi_0025.jpg,1
280,all-pics/Andre_Agassi_0026.jpg,all-pics/Andre_Agassi_0027.jpg,1
281,all-pics/Andre_Agassi_0028.jpg,all-pics/Andre_Agassi_0029.jpg,1
282,all-pics/Andre_Agassi_0030.jpg,all-pics/Andre_Agassi_0031.jpg,1
